"sn","chinese","ph","ty","hy","g2","wg","last_name_weight","first_name_weight"
7594,"\347\277\220","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
7595,"\347\277\221","\343\204\221\343\204\251\313\212","cyu","qu","chiu","chu",0,0
7596,"\347\277\207","\343\204\206\343\204\237\313\213","pei","pei","pei","pei",0,0
7597,"\347\277\217","\343\204\214\343\204\247\343\204\241\313\213","liou","liu","liou","liu",0,0
7598,"\347\277\211","\343\204\206\343\204\243\313\207","pen","pen","pen","pen",0,0
7599,"\350\200\237","\343\204\220\343\204\251\313\213","jyu","ju","jiu","chu",0,0
7600,"\350\200\236","\343\204\220\343\204\247\343\204\232","jia","jia","jia","chia",0,0
7601,"\350\200\233","\343\204\224\313\212","chih","chi","chr","chih",0,0
7602,"\350\201\207","\343\204\223\343\204\245","jheng","zheng","jeng","cheng",0,0
7603,"\350\201\203","\343\204\211\343\204\242","dan","dan","dan","tan",0,0
7604,"\350\201\210","\343\204\247\343\204\241\313\207","you","you","you","yu",0,0
7605,"\350\204\230","\343\204\215\343\204\250\343\204\242\313\207","guan","guan","guan","kuan",0,0
7606,"\350\204\245","\343\204\222\343\204\247\343\204\235\313\212","sie","xie","shie","hsieh",0,0
7607,"\350\204\231","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
7608,"\350\204\233","\343\204\220\343\204\247\343\204\245\313\213","jing","jing","jing","ching",0,0
7609,"\350\204\255","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",0,0
7610,"\350\204\237","\343\204\214\343\204\247\343\204\235\313\213","lie","lie","lie","lieh",0,0
7611,"\350\204\254","\343\204\206\343\204\240","pao","pao","pau","pao",0,0
7612,"\350\204\236","\343\204\230\343\204\250\343\204\233\313\207","cuo","cuo","cuo","cuo",0,0
7613,"\350\204\241","\343\204\212\343\204\247\343\204\245\313\207","ting","ting","ting","ting",0,0
7614,"\350\204\225","\343\204\250\343\204\242\313\207","wan","wan","wan","wan",0,0
7615,"\350\204\247","\343\204\220\343\204\251\343\204\242","jyuan","juan","jiuan","chuan",0,0
7616,"\350\204\235","\343\204\217\343\204\245","heng","heng","heng","heng",0,0
7617,"\350\204\242","\343\204\207\343\204\237\313\212","mei","mei","mei","mei",0,0
7618,"\350\210\221","\343\204\212\343\204\242","tan","tan","tan","tan",0,0
7619,"\350\210\270","\343\204\215\343\204\234\313\207","ge","ge","ge","ke",0,0
7620,"\350\210\263","\343\204\223\343\204\250\313\212","jhu","zhu","ju","chu",0,0
7621,"\350\210\272","\343\204\220\343\204\247\343\204\232\313\212","jia","jia","jia","chia",0,0
7622,"\350\210\264","\343\204\227\343\204\234\313\212","ze","ze","tze","tse",0,0
7623,"\350\210\262","\343\204\214\343\204\247\343\204\245\313\212","ling","ling","ling","ling",0,0
7624,"\350\211\264","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
7625,"\350\216\220","\343\204\224\343\204\243\313\212","chen","chen","chen","chen",0,0
7626,"\350\216\243","\343\204\250\343\204\244\313\213","wang","wang","wang","wang",0,0
7627,"\350\216\250","\343\204\214\343\204\244\313\212","lang","lang","lang","lang",0,0
7628,"\350\216\215","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
7629,"\350\215\272","\343\204\251\343\204\243\313\212","yun","yun","yun","yun",0,0
7630,"\350\215\263","\343\204\211\343\204\241\313\213","dou","dou","dou","tou",0,0
7631,"\350\216\244","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
7632,"\350\215\264","\343\204\210\343\204\250","fu","fu","fu","fu",0,0
7633,"\350\216\217","\343\204\231\343\204\250\343\204\233","suo","suo","suo","so",0,0
7634,"\350\216\201","\343\204\250\313\212","wu","wu","wu","wu",0,0
7635,"\350\216\225","\343\204\222\343\204\247\343\204\245\313\213","sing","xing","shing","hsing",0,0
7636,"\350\216\231","\343\204\220\343\204\251\343\204\243","jyun","jun","jiun","chun",0,0
7637,"\350\215\265","\343\204\226\343\204\243\313\207","ren","ren","ren","jen",0,0
7638,"\350\216\224","\343\204\207\343\204\245\313\212","meng","meng","meng","meng",0,0
7639,"\350\216\251","\343\204\206\343\204\247\343\204\240\313\207","piao","piao","piau","piao",0,0
7640,"\350\215\275","\343\204\231\343\204\250\343\204\237","suei","sui","suei","sui",0,0
7641,"\350\216\203","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
7642,"\350\216\214","\343\204\211\343\204\250\343\204\233\313\212","duo","duo","duo","to",0,0
7643,"\350\216\235","\343\204\230\343\204\250\343\204\233\313\213","cuo","cuo","cuo","cuo",0,0
7644,"\350\216\233","\343\204\212\343\204\247\343\204\245\313\212","ting","ting","ting","ting",0,2
7645,"\350\216\252","\343\204\234\313\212","e","e","e","e",0,0
7646,"\350\216\213","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
7647,"\350\215\276","\343\204\231\343\204\250\343\204\237","suei","sui","suei","sui",0,0
7648,"\350\216\245","\343\204\213\343\204\247\343\204\241\313\207","niou","niu","niou","niu",0,0
7649,"\350\216\257","\343\204\207\343\204\250\313\213","mu","mu","mu","mu",0,0
7650,"\350\216\210","\343\204\207\343\204\233\313\213","mo","mo","mo","mo",0,0
7651,"\350\216\227","\343\204\224\343\204\234","che","che","che","che",0,0
7652,"\350\216\260","\343\204\216\343\204\242\313\207","kan","kan","kan","kan",0,0
7653,"\350\215\277","\343\204\224\343\204\245\313\212","cheng","cheng","cheng","cheng",0,0
7654,"\350\216\246","\343\204\225\343\204\240","shao","shao","shau","shao",0,0
7655,"\350\216\207","\343\204\223\343\204\250\313\213","jhu","zhu","ju","chu",0,0
7656,"\350\216\256","\343\204\213\343\204\242\313\212","nan","nan","nan","nan",0,0
7657,"\350\215\266","\343\204\247\343\204\243\313\212","yin","yin","yin","yin",0,0
7658,"\350\216\232","\343\204\247\343\204\242\313\212","yan","yan","yan","yen",0,0
7659,"\350\231\231","\343\204\210\343\204\250\313\212","fu","fu","fu","fu",0,0
7660,"\350\231\226","\343\204\217\343\204\250","hu","hu","hu","hu",0,0
7661,"\350\232\277","\343\204\222\343\204\247\343\204\242\313\212","sian","xian","shian","hsien",0,0
7662,"\350\232\267","\343\204\220\343\204\251\313\213","jyu","ju","jiu","chu",0,0
7663,"\350\233\202","\343\204\205\343\204\247\343\204\235\313\207","bie","bie","bie","pie",0,0
7664,"\350\233\201","\343\204\211\343\204\247\343\204\240","diao","diao","diau","tiao",0,0
7665,"\350\233\205","\343\204\226\343\204\242\313\212","ran","ran","ran","jan",0,0
7666,"\350\232\272","\343\204\226\343\204\242\313\212","ran","ran","ran","jan",0,0
7667,"\350\232\260","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
7668,"\350\233\210","\343\204\212\343\204\247\343\204\235\313\213","tie","tie","tie","tieh",0,0
7669,"\350\232\271","\343\204\210\343\204\250\313\213","fu","fu","fu","fu",0,0
7670,"\350\232\263","\343\204\224\313\212","chih","chi","chr","chih",0,0
7671,"\350\232\270","\343\204\214\343\204\247\313\213","li","li","li","li",0,0
7672,"\350\233\214","\343\204\215\343\204\250\313\207","gu","gu","gu","ku",0,0
7673,"\350\232\264","\343\204\247\343\204\241","you","you","you","yu",0,0
7674,"\350\232\273","\343\204\223\343\204\232\313\212","jha","zha","ja","cha",0,0
7675,"\350\232\274","\343\204\215\343\204\241\313\207","gou","gou","gou","kou",0,0
7676,"\350\233\203","\343\204\205\343\204\247\343\204\245\313\207","bing","bing","bing","ping",0,0
7677,"\350\232\275","\343\204\206\343\204\247\313\212","pi","pi","pi","pi",0,0
7678,"\350\232\276","\343\204\205\343\204\233\313\207","bo","bo","bo","po",0,0
7679,"\350\241\222","\343\204\222\343\204\251\343\204\242\313\213","syuan","xuan","shiuan","hsuan",0,0
7680,"\350\242\211","\343\204\211\343\204\250\343\204\233\313\213","duo","duo","duo","to",0,0
7681,"\350\242\225","\343\204\222\343\204\251\343\204\235\313\213","syue","xue","shiue","hsueh",0,0
7682,"\350\242\250","\343\204\222\343\204\251\343\204\242\313\213","syuan","xuan","shiuan","hsuan",0,0
7683,"\350\242\242","\343\204\206\343\204\242\313\213","pan","pan","pan","pan",0,0
7684,"\350\242\252","\343\204\221\343\204\251","cyu","qu","chiu","chu",0,0
7685,"\350\242\232","\343\204\205\343\204\233","bo","bo","bo","po",0,0
7686,"\350\242\221","\343\204\225\343\204\240\313\213","shao","shao","shau","shao",0,0
7687,"\350\242\241","\343\204\226\343\204\242\313\212","ran","ran","ran","jan",0,0
7688,"\350\242\237","\343\204\223\313\213","jhih","zhi","jr","chih",0,0
7689,"\350\242\230","\343\204\247\313\212","yi","yi","yi","yi",0,0
7690,"\350\242\247","\343\204\216\343\204\241","kou","kou","kou","kou",0,0
7691,"\350\242\231","\343\204\206\343\204\232\313\213","pa","pa","pa","pa",0,0
7692,"\350\242\233","\343\204\211\343\204\247","di","di","di","ti",0,0
7693,"\350\242\227","\343\204\223\343\204\243\313\207","jhen","zhen","jen","chen",0,0
7694,"\350\242\244","\343\204\207\343\204\240\313\213","mao","mao","mau","mao",0,0
7695,"\350\242\254","\343\204\251\313\213","yu","yu","yu","yu",0,0
7696,"\350\242\214","\343\204\205\343\204\240\313\213","bao","bao","bau","pao",0,0
7697,"\350\242\223","\343\204\220\343\204\251\313\207","jyu","ju","jiu","chu",0,0
7698,"\350\242\216","\343\204\247\343\204\240\313\213","yao","yao","yau","yao",0,0
7699,"\350\246\202","\343\204\210\343\204\245\313\207","fong","feng","feng","feng",0,0
7700,"\350\247\226","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7701,"\350\247\231","\343\204\220\343\204\247\313\212","ji","ji","ji","chi",0,0
7702,"\350\247\225","\343\204\230\343\204\250","cu","cu","tsu","tsu",0,0
7703,"\350\250\260","\343\204\223\343\204\250\343\204\243","jhun","zhun","juen","chun",0,0
7704,"\350\250\247","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
7705,"\350\250\254","\343\204\224\343\204\240","chao","chao","chau","chao",0,0
7706,"\350\250\236","\343\204\247\343\204\240","yao","yao","yau","yao",0,0
7707,"\350\260\271","\343\204\217\343\204\250\343\204\245\313\212","hong","hong","hung","hung",0,0
7708,"\350\260\273","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7709,"\350\261\234","\343\204\220\343\204\247\343\204\242","jian","jian","jian","chien",0,0
7710,"\350\261\235","\343\204\205\343\204\232","ba","ba","ba","pa",0,0
7711,"\350\261\275","\343\204\213\343\204\232\313\213","na","na","na","na",0,0
7712,"\350\262\245","\343\204\217\343\204\244\313\212","hang","hang","hang","hang",0,0
7713,"\350\265\275","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7714,"\350\265\273","\343\204\222\343\204\247\343\204\242\313\207","sian","xian","shian","hsien",0,0
7715,"\350\265\271","\343\204\221\343\204\251\343\204\245\313\212","cyoung","qiong","chiung","chiung",0,0
7716,"\350\266\274","\343\204\220\343\204\247\343\204\242\313\207","jian","jian","jian","chien",0,0
7717,"\350\267\202","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
7718,"\350\266\271","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7719,"\350\266\277","\343\204\231\343\204\232\313\213","sa","sa","sa","sa",0,0
7720,"\350\267\201","\343\204\206\343\204\232\313\212","pa","pa","pa","pa",0,0
7721,"\350\273\230","\343\204\212\343\204\250\343\204\243\313\212","tun","tun","tuen","tun",0,0
7722,"\350\273\236","\343\204\207\343\204\240\313\212","mao","mao","mau","mao",0,0
7723,"\350\273\235","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
7724,"\350\273\234","\343\204\213\343\204\232\313\213","na","na","na","na",0,0
7725,"\350\273\227","\343\204\225\343\204\250","shu","shu","shu","shu",0,0
7726,"\350\273\240","\343\204\226\343\204\243\313\213","ren","ren","ren","jen",0,0
7727,"\350\273\241","\343\204\221\343\204\247\343\204\242\313\212","cian","qian","chian","chien",0,0
7728,"\351\200\244","\343\204\231\343\204\250\343\204\233\313\213","suo","suo","suo","so",0,0
7729,"\351\200\213","\343\204\205\343\204\250","bu","bu","bu","pu",0,0
7730,"\351\200\221","\343\204\221\343\204\247\343\204\241\313\212","aiou","qiu","chiou","chiu",0,0
7731,"\351\200\234","\343\204\250\313\213","wu","wu","wu","wu",0,0
7732,"\351\200\214","\343\204\247\343\204\241\313\212","you","you","you","yu",0,0
7733,"\351\200\241","\343\204\221\343\204\251\343\204\243","cyun","qun","chiun","chun",0,0
7734,"\351\203\257","\343\204\212\343\204\242\313\212","tan","tan","tan","tan",0,0
7735,"\351\203\252","\343\204\221\343\204\247","ci","qi","chi","chi",0,0
7736,"\351\203\260","\343\204\227\343\204\241","zou","zou","tzou","tsou",0,0
7737,"\351\203\264","\343\204\224\343\204\243","chen","chen","chen","chen",0,0
7738,"\351\203\262","\343\204\214\343\204\236\313\212","lai","lai","lai","lai",0,0
7739,"\351\203\263","\343\204\213\343\204\247\313\212","ni","ni","ni","ni",0,0
7740,"\351\203\224","\343\204\247\343\204\242\313\212","yan","yan","yan","yen",0,0
7741,"\351\203\253","\343\204\206\343\204\247\313\212","pi","pi","pi","pi",0,0
7742,"\351\203\254","\343\204\221\343\204\247\343\204\245","cing","qing","ching","ching",0,0
7743,"\351\203\251","\343\204\222\343\204\247\343\204\240\313\212","siao","xiao","shiau","hsiao",0,0
7744,"\351\205\226","\343\204\211\343\204\242","dan","dan","dan","tan",0,0
7745,"\351\205\230","\343\204\212\343\204\241\313\212","tou","tou","tou","tou",0,0
7746,"\351\205\232","\343\204\210\343\204\243","fen","fen","fen","fen",0,0
7747,"\351\205\223","\343\204\247\343\204\242\313\207","yan","yan","yan","yen",0,0
7748,"\351\205\225","\343\204\207\343\204\240\313\212","mao","mao","mau","mao",0,0
7749,"\351\207\254","\343\204\217\343\204\242\313\213","han","han","han","han",0,0
7750,"\351\207\264","\343\204\247\313\213","yi","yi","yi","yi",0,0
7751,"\351\207\261","\343\204\211\343\204\247\313\213","di","di","di","ti",0,0
7752,"\351\207\263","\343\204\222\343\204\247\313\213","si","xi","shi","hsi",0,0
7753,"\351\207\270","\343\204\222\343\204\247\313\213","si","xi","shi","hsi",0,0
7754,"\351\207\244","\343\204\225\343\204\242\313\213","shan","shan","shan","shan",0,0
7755,"\351\207\271","\343\204\213\343\204\251\313\207","nyu","nv","niu","nu",0,0
7756,"\351\207\252","\343\204\251\313\212","yu","yu","yu","yu",0,0
7757,"\351\207\253","\343\204\217\343\204\250\343\204\232\313\212","hua","hua","hua","hua",0,0
7758,"\351\207\267","\343\204\212\343\204\250\313\207","tu","tu","tu","tu",0,0
7759,"\351\207\250","\343\204\227\313\207","zih","zi","tz","tzu",0,0
7760,"\351\207\256","\343\204\221\343\204\247\313\212","ci","qi","chi","chi",0,0
7761,"\351\225\272","\343\204\240\313\207","ao","ao","au","ao",0,0
7762,"\351\226\206","\343\204\247\343\204\242\313\213","yan","yan","yan","yen",0,0
7763,"\351\226\210","\343\204\217\343\204\242\313\213","han","han","han","han",0,0
7764,"\351\231\274","\343\204\223\343\204\250\313\207","jhu","zhu","ju","chu",0,0
7765,"\351\231\255","\343\204\247","yi","yi","yi","yi",0,0
7766,"\351\231\253","\343\204\206\343\204\237\313\212","pei","pei","pei","pei",0,0
7767,"\351\231\261","\343\204\220\343\204\251\313\212","jyu","ju","jiu","chu",0,0
7768,"\351\231\257","\343\204\214\343\204\250\343\204\243\313\212","lun","lun","luen","lun",0,0
7769,"\351\232\277","\343\204\247\313\213","yi","yi","yi","yi",0,0
7770,"\351\235\252","\343\204\211\343\204\247\343\204\245","ding","ding","ding","ting",0,0
7771,"\351\240\204","\343\204\206\343\204\242\313\213","pan","pan","pan","pan",0,0
7772,"\351\243\245","\343\204\212\343\204\250\343\204\233\313\212","tuo","tuo","tuo","to",0,0
7773,"\351\246\227","\343\204\216\343\204\250\343\204\237\313\212","kuei","kui","kuei","kuei",0,0
7774,"\345\202\233","\343\204\251\343\204\245\313\212","yong","yong","yung","yung",0,0
7775,"\345\202\225","\343\204\220\343\204\251\343\204\235\313\212","jyue","jue","jiue","chueh",0,0
7776,"\345\202\224","\343\204\221\343\204\247\343\204\242\313\213","cian","qian","chian","chien",0,0
7777,"\345\202\236","\343\204\231\343\204\250\343\204\233","suo","suo","suo","so",0,0
7778,"\345\202\213","\343\204\215\343\204\241\313\213","gou","gou","gou","kou",0,0
7779,"\345\202\243","\343\204\212\343\204\236\313\213","tai","tai","tai","tai",0,0
7780,"\345\202\203","\343\204\231\343\204\250\313\213","su","su","su","su",0,0
7781,"\345\202\214","\343\204\207\343\204\232\313\213","ma","ma","ma","ma",0,0
7782,"\345\202\216","\343\204\211\343\204\247\343\204\242","dian","dian","dian","tien",0,0
7783,"\345\202\235","\343\204\212\343\204\232\313\213","ta","ta","ta","ta",0,0
7784,"\345\201\250","\343\204\224\343\204\236","chai","chai","chai","chai",0,0
7785,"\345\202\234","\343\204\247\343\204\240\313\212","yao","yao","yau","yao",0,0
7786,"\345\202\222","\343\204\222\343\204\247","si","xi","shi","hsi",0,0
7787,"\345\202\202","\343\204\224\313\207","chih","chi","chr","chih",0,0
7788,"\345\202\207","\343\204\226\343\204\250\343\204\245\313\207","roug","rong","rung","jung",0,0
7789,"\345\205\237","\343\204\222\343\204\247\343\204\243","sin","xin","shin","hsin",0,1
7790,"\345\207\224","\343\204\230\343\204\244","cang","cang","tsang","tsang",0,0
7791,"\345\214\222","\343\204\211\343\204\232\313\212","da","da","da","ta",0,0
7792,"\345\214\221","\343\204\215\343\204\250\343\204\245","gong","gong","gung","kung",0,0
7793,"\345\216\244","\343\204\214\343\204\247\313\213","li","li","li","li",0,0
7794,"\345\216\247","\343\204\211\343\204\247\343\204\242","dian","dian","dian","tien",0,0
7795,"\345\226\221","\343\204\247\343\204\243","yin","yin","yin","yin",0,0
7796,"\345\226\250","\343\204\214\343\204\247\343\204\244\313\213","liang","liang","liang","liang",0,0
7797,"\345\226\245","\343\204\211\343\204\250\313\213","du","du","du","tu",0,0
7798,"\345\226\255","\343\204\247\343\204\242\313\213","yan","yan","yan","yen",0,0
7799,"\345\225\267","\343\204\214\343\204\244","lang","lang","lang","lang",0,0
7800,"\345\231\205","\343\204\216\343\204\250\343\204\237","kuei","kui","kuei","kuei",0,0
7801,"\345\226\242","\343\204\225\343\204\232\313\213","sha","sha","sha","sha",0,0
7802,"\345\226\223","\343\204\247\343\204\240","yao","yao","yau","yao",0,0
7803,"\345\226\210","\343\204\220\343\204\247\343\204\235","jie","jie","jie","chieh",0,0
7804,"\345\226\217","\343\204\226\343\204\234\313\207","re","re","re","je",0,0
7805,"\345\226\265","\343\204\207\343\204\247\343\204\240","miao","miao","miau","miao",0,0
7806,"\345\226\201","\343\204\251\343\204\245\313\212","yong","yong","yung","yung",0,0
7807,"\345\226\243","\343\204\222\343\204\251\313\207","syu","xu","shiu","hsu",0,0
7808,"\345\226\222","\343\204\227\343\204\242\313\207","zan","zan","tzan","tsan",0,0
7809,"\345\226\244","\343\204\217\343\204\250\343\204\244\313\212","huang","huang","huang","huang",0,0
7810,"\345\225\275","\343\204\242\313\212","an","an","an","an",0,0
7811,"\345\226\214","\343\204\223\343\204\241","jhou","zhou","jou","chou",0,0
7812,"\345\226\246","\343\204\247\343\204\242\313\212","yan","yan","yan","yen",0,0
7813,"\345\225\277","\343\204\211\343\204\242\313\213","dan","dan","dan","tan",0,0
7814,"\345\226\225","\343\204\207\343\204\247\343\204\242\313\207","mian","mian","mian","mien",0,0
7815,"\345\226\241","\343\204\250\343\204\237\313\207","wei","wei","wei","wei",0,0
